"IATA","airportID","name","city","country","ICAO","latitude","longitude","altitude","timezone","DST","tzFormat","typeAirport","Source","totalFlights"
"0V4",9800,"Brookneal/Campbell County Airport","Brookneal","United States","K0V4",37.1417007446,-79.0164031982,596,-5,"A","America/New_York","airport","OurAirports",\N
"19S",11075,"Sublette Municipal Airport","Sublette","United States","K19S",37.49140167,-100.8300018,2908,-5,"A",\N,"airport","OurAirports",\N
"23M",9448,"Clarke County Airport","Quitman","United States","K23M",32.0848999023,-88.738899231,320,-6,"A","America/Chicago","airport","OurAirports",\N
"2A5",9754,"Causey Airport","Liberty","United States","K2A5",35.9118003845215,-79.6175994873047,723,-5,"A","America/New_York","airport","OurAirports",\N
"2H0",9305,"Shelby County Airport","Shelbyville","United States","K2H0",39.4104003906,-88.8453979492,618,-6,"A","America/Chicago","airport","OurAirports",\N
"2K7",11078,"Neodesha Municipal Airport","Neodesha","United States","K2K7",37.4353981018066,-95.6461029052734,841,-5,"A",\N,"airport","OurAirports",\N
"3AU",11091,"Augusta Municipal Airport","Augusta","United States","K3AU",37.6716003417969,-97.0779037475586,1328,-5,"A",\N,"airport","OurAirports",\N
"4A7",9066,"Atlanta South Regional Airport/Tara Field","Hampton","United States","K4A7",33.389099,-84.332397,874,-5,"A","America/New_York","airport","OurAirports",\N
"4U9",7716,"Dell Flight Strip","Dell","United States","K4U9",44.7356987,-112.720001221,6007,-7,"A","America/Denver","airport","OurAirports",\N
"52A",8512,"Madison Municipal Airport","Madison","United States","K52A",33.6120986938,-83.4604034424,694,-5,"A","America/New_York","airport","OurAirports",\N
"57C",8343,"East Troy Municipal Airport","East Troy","United States","K57C",42.7971992492676,-88.3725967407227,860,-6,"A","America/Chicago","airport","OurAirports",\N
"5B2",9179,"Saratoga County Airport","Ballston Spa","United States","K5B2",43.05130005,-73.86119843,434,-5,"A","America/New_York","airport","OurAirports",\N
"6J4",9416,"Saluda County Airport","Saluda","United States","K6J4",33.9267997741699,-81.7946014404297,555,-5,"A","America/New_York","airport","OurAirports",\N
"6S0",7720,"Big Timber Airport","Big Timber","United States","K6S0",45.8064002990723,-109.981002807617,4492,-7,"A","America/Denver","airport","OurAirports",\N
"7W6",9773,"Hyde County Airport","Engelhard","United States","K7W6",35.5624008178711,-75.9552001953125,8,-5,"A","America/New_York","airport","OurAirports",\N
"87K",10105,"El Dorado Springs Memorial Airport","El dorado springs","United States","K87K",37.8567008972168,-93.9990997314453,931,-5,"A",\N,"airport","OurAirports",\N
"A39",8874,"Ak-Chin Regional Airport","Phoenix","United States","KA39",32.9908056,-111.9185278,1300,-7,"A","America/Phoenix","airport","OurAirports",\N
"A50",9429,"Colorado Springs East Airport","Ellicott","United States","KA50",38.8744010925293,-104.410003662109,6145,-7,"A","America/Denver","airport","OurAirports",\N
"AAA",1973,"Anaa Airport","Anaa","French Polynesia","NTGA",-17.3526000976562,-145.509994506836,10,-10,"U","Pacific/Tahiti","airport","OurAirports",\N
"AAC",5690,"El Arish International Airport","El Arish","Egypt","HEAR",31.073299408,33.8358001709,121,2,"U","Africa/Cairo","airport","OurAirports",\N
"AAE",220,"Annaba Airport","Annaba","Algeria","DABB",36.8222007751465,7.80916976928711,16,1,"N","Africa/Algiers","airport","OurAirports",9
"AAF",8252,"Apalachicola Regional Airport","Apalachicola","United States","KAAF",29.72750092,-85.02749634,20,-5,"A","America/New_York","airport","OurAirports",\N
"AAH",4165,"Aachen-Merzbrück Airport","Aachen","Germany","EDKA",50.823055267334,6.18638896942139,623,1,"E","Europe/Berlin","airport","OurAirports",\N
"AAK",7591,"Buariki Airport","Buariki","Kiribati","NGUK",0.185277998447418,173.636993408203,0,10,"U",\N,"airport","OurAirports",\N
"AAL",628,"Aalborg Airport","Aalborg","Denmark","EKYT",57.0927589138,9.84924316406,10,1,"E","Europe/Copenhagen","airport","OurAirports",21
"AAM",5605,"Malamala Airport","Malamala","South Africa","FAMD",-24.8180999755859,31.5445995330811,1124,2,"U","Africa/Johannesburg","airport","OurAirports",\N
"AAN",5937,"Al Ain International Airport","Al Ain","United Arab Emirates","OMAL",24.2616996765137,55.6091995239258,869,4,"U","Asia/Dubai","airport","OurAirports",2
"AAO",2819,"Anaco Airport","Anaco","Venezuela","SVAN",9.43022537231445,-64.4707260131836,721,-4,"U","America/Caracas","airport","OurAirports",\N
"AAP",9225,"Andrau Airpark","Houston","United States","KAAP",29.7224998474,-95.5883026123,79,-6,"A","America/Chicago","airport","OurAirports",\N
"AAQ",4353,"Anapa Vityazevo Airport","Anapa","Russia","URKA",45.002101898193,37.347301483154,174,3,"N","Europe/Moscow","airport","OurAirports",3
"AAR",607,"Aarhus Airport","Aarhus","Denmark","EKAH",56.2999992371,10.6190004349,82,1,"E","Europe/Copenhagen","airport","OurAirports",8
"AAV",11926,"Allah Valley Airport","Surallah","Philippines","RPMA",6.36681985855103,124.750999450684,659,\N,\N,\N,"airport","OurAirports",\N
"AAX",7395,"Romeu Zema Airport","Araxa","Brazil","SBAX",-19.563199996948,-46.960399627686,3276,-3,"S","America/Sao_Paulo","airport","OurAirports",1
"AAY",3979,"Al Ghaidah International Airport","Al Ghaidah Intl","Yemen","OYGD",16.1916999816895,52.1749992370605,134,3,"U","Asia/Aden","airport","OurAirports",2
"AAZ",5813,"Quezaltenango Airport","Quezaltenango","Guatemala","MGQZ",14.8655996322632,-91.5019989013672,7779,-6,"U","America/Guatemala","airport","OurAirports",\N
"ABA",2955,"Abakan Airport","Abakan","Russia","UNAA",53.7400016784668,91.3850021362305,831,7,"N","Asia/Krasnoyarsk","airport","OurAirports",4
"ABD",2097,"Abadan Airport","Abadan","Iran","OIAA",30.371099472,48.2282981873,10,3.5,"E","Asia/Tehran","airport","OurAirports",6
"ABE",4355,"Lehigh Valley International Airport","Allentown","United States","KABE",40.652099609375,-75.440803527832,393,-5,"A","America/New_York","airport","OurAirports",13
"ABF",7320,"Abaiang Airport","Abaiang Atoll","Kiribati","NGAB",1.79860997200012,173.041000366211,0,12,"U","Pacific/Tarawa","airport","OurAirports",\N
"ABH",12011,"Alpha Airport","Alpha","Australia","YAPH",-23.646099,146.584,1255,\N,\N,\N,"airport","OurAirports",\N
"ABI",3718,"Abilene Regional Airport","Abilene","United States","KABI",32.4113006592,-99.6819000244,1791,-6,"A","America/Chicago","airport","OurAirports",2
"ABJ",253,"Port Bouet Airport","Abidjan","Cote d'Ivoire","DIAP",5.261390209198,-3.9262900352478,21,0,"N","Africa/Abidjan","airport","OurAirports",52
"ABK",5682,"Kabri Dehar Airport","Kabri Dehar","Ethiopia","HAKD",6.73400020599365,44.2529983520508,1800,3,"U","Africa/Addis_Ababa","airport","OurAirports",\N
"ABL",7177,"Ambler Airport","Ambler","United States","PAFM",67.106300354,-157.856994629,334,-9,"A","America/Anchorage","airport","OurAirports",4
"ABM",3318,"Northern Peninsula Airport","Amberley","Australia","YBAM",-10.9508,142.459,34,10,"O","Australia/Brisbane","airport","OurAirports",1
"ABN",7325,"Albina Airport","Albina","Suriname","SMBN",5.51272010803223,-54.0500984191895,19,-3,"U","America/Paramaribo","airport","OurAirports",\N
"ABQ",4019,"Albuquerque International Sunport Airport","Albuquerque","United States","KABQ",35.0401992797852,-106.609001159668,5355,-7,"A","America/Denver","airport","OurAirports",41
"ABR",5714,"Aberdeen Regional Airport","Aberdeen","United States","KABR",45.4491004943848,-98.4217987060547,1302,-6,"A","America/Chicago","airport","OurAirports",1
"ABS",1127,"Abu Simbel Airport","Abu Simbel","Egypt","HEBL",22.3759994507,31.611700058,616,2,"U","Africa/Cairo","airport","OurAirports",1
"ABT",2061,"Al Baha Airport","El-baha","Saudi Arabia","OEBA",20.2961006165,41.6343002319,5486,3,"U","Asia/Riyadh","airport","OurAirports",3
"ABV",260,"Nnamdi Azikiwe International Airport","Abuja","Nigeria","DNAA",9.00679016113281,7.26316976547241,1123,1,"N","Africa/Lagos","airport","OurAirports",30
"ABX",3333,"Albury Airport","Albury","Australia","YMAY",-36.067798614502,146.957992553711,539,10,"O","Australia/Sydney","airport","OurAirports",4
"ABY",5715,"Southwest Georgia Regional Airport","Albany","United States","KABY",31.5354995727539,-84.1945037841797,197,-5,"A","America/New_York","airport","OurAirports",4
"ABZ",532,"Aberdeen Dyce Airport","Aberdeen","United Kingdom","EGPD",57.2019004821777,-2.19777989387512,215,0,"E","Europe/London","airport","OurAirports",41
"ACA",1783,"General Juan N Alvarez International Airport","Acapulco","Mexico","MMAA",16.7570991516113,-99.7539978027344,16,-6,"S","America/Mexico_City","airport","OurAirports",9
"ACC",248,"Kotoka International Airport","Accra","Ghana","DGAA",5.60518980026245,-0.166786000132561,205,0,"N","Africa/Accra","airport","OurAirports",53
"ACD",7354,"Alcides Fernández Airport","Acandi","Colombia","SKAD",8.51667,-77.3,50,-5,"U","America/Bogota","airport","OurAirports",\N
"ACE",1055,"Lanzarote Airport","Arrecife","Spain","GCRR",28.945499420166,-13.6051998138428,46,0,"E","Atlantic/Canary","airport","OurAirports",117
"ACH",1679,"St Gallen Altenrhein Airport","Altenrhein","Switzerland","LSZR",47.4850006104,9.56077003479,1306,1,"E","Europe/Zurich","airport","OurAirports",2
"ACI",497,"Alderney Airport","Alderney","Guernsey","EGJA",49.7061004638672,-2.21472001075745,290,0,"E","Europe/Guernsey","airport","OurAirports",2
"ACJ",3025,"Anuradhapura Air Force Base","Anuradhapura","Sri Lanka","VCCA",8.30148983002,80.4279022217,324,5.5,"U","Asia/Colombo","airport","OurAirports",\N
"ACK",3517,"Nantucket Memorial Airport","Nantucket","United States","KACK",41.25310135,-70.06020355,47,-5,"A","America/New_York","airport","OurAirports",6
"ACP",6746,"Sahand Airport","Maragheh","Iran","OITM",37.3479995727539,46.1278991699219,4396,3.5,"E","Asia/Tehran","airport","OurAirports",\N
"ACR",6740,"Araracuara Airport","Araracuara","Colombia","SKAC",-0.5833,-72.4083,1250,-5,"U","America/Bogota","airport","OurAirports",2
"ACS",11524,"Achinsk Airport","Achinsk","Russia","UNKS",56.2682991027832,90.57080078125,1033,8,"N",\N,"airport","OurAirports",\N
"ACT",3700,"Waco Regional Airport","Waco","United States","KACT",31.6112995147705,-97.2304992675781,516,-6,"A","America/Chicago","airport","OurAirports",2
"ACV",4384,"Arcata Airport","Arcata CA","United States","KACV",40.978099822998,-124.109001159668,221,-8,"A","America/Los_Angeles","airport","OurAirports",3
"ACX",7506,"Xingyi Airport","Xingyi","China","ZUYI",25.0863888889,104.959444444,4150,8,"U","Asia/Shanghai","airport","OurAirports",6
"ACY",3524,"Atlantic City International Airport","Atlantic City","United States","KACY",39.4575996398926,-74.5772018432617,75,-5,"A","America/New_York","airport","OurAirports",10
"ACZ",2165,"Zabol Airport","Zabol","Iran","OIZB",31.0983009338379,61.5438995361328,1628,3.5,"E","Asia/Tehran","airport","OurAirports",1
"ADA",1685,"Adana Airport","Adana","Turkey","LTAF",36.9822006226,35.2803993225,65,3,"E","Europe/Istanbul","airport","OurAirports",17
"ADB",1706,"Adnan Menderes International Airport","Izmir","Turkey","LTBJ",38.2924003601,27.156999588,412,3,"E","Europe/Istanbul","airport","OurAirports",67
"ADD",1107,"Addis Ababa Bole International Airport","Addis Ababa","Ethiopia","HAAB",8.97789001465,38.7993011475,7630,3,"U","Africa/Addis_Ababa","airport","OurAirports",109
"ADE",3977,"Aden International Airport","Aden","Yemen","OYAA",12.8295001983643,45.0288009643555,7,3,"U","Asia/Aden","airport","OurAirports",21
"ADF",5800,"Adiyaman Airport","Adiyaman","Turkey","LTCP",37.7313995361,38.4688987732,2216,3,"E","Europe/Istanbul","airport","OurAirports",2
"ADH",9377,"Aldan Airport","Aldan","Russia","UEEA",58.6027984619141,125.408996582031,2241,9,"N","Asia/Yakutsk","airport","OurAirports",\N
"ADI",11808,"Arandis Airport","Arandis","Namibia","FYAR",-22.4622001647949,14.9799995422363,1905,\N,\N,\N,"airport","OurAirports",\N
"ADJ",2171,"Amman-Marka International Airport","Amman","Jordan","OJAM",31.9727001190186,35.9916000366211,2555,2,"E","Asia/Amman","airport","OurAirports",\N
"ADK",5959,"Adak Airport","Adak Island","United States","PADK",51.8779983520508,-176.64599609375,18,-10,"A","America/Adak","airport","OurAirports",1
"ADL",3341,"Adelaide International Airport","Adelaide","Australia","YPAD",-34.9449996948242,138.531005859375,20,9.5,"O","Australia/Adelaide","airport","OurAirports",51
"ADM",3654,"Ardmore Municipal Airport","Ardmore","United States","KADM",34.30301,-97.0196342,777,-6,"A","America/Chicago","airport","OurAirports",\N
"ADQ",3531,"Kodiak Airport","Kodiak","United States","PADQ",57.75,-152.4940033,78,-9,"A","America/Anchorage","airport","OurAirports",6
"ADS",7513,"Addison Airport","Addison","United States","KADS",32.9686012268,-96.8364028931,644,-6,"A","America/Chicago","airport","OurAirports",\N
"ADU",5935,"Ardabil Airport","Ardabil","Iran","OITL",38.3256988525,48.4244003296,4315,3.5,"E","Asia/Tehran","airport","OurAirports",3
"ADW",3552,"Andrews Air Force Base","Camp Springs","United States","KADW",38.810798645,-76.8669967651,280,-5,"A","America/New_York","airport","OurAirports",\N
"ADX",543,"RAF Leuchars","Leuchars","United Kingdom","EGQL",56.3728981018066,-2.86843991279602,38,0,"E","Europe/London","airport","OurAirports",\N
"ADY",8702,"Alldays Airport","Alldays","South Africa","FAAL",-22.6790008545,29.0555000305,2600,2,"U","Africa/Johannesburg","airport","OurAirports",\N
"ADZ",2749,"Gustavo Rojas Pinilla International Airport","San Andres Island","Colombia","SKSP",12.5836,-81.7112,19,-5,"U","America/Bogota","airport","OurAirports",11
"AEA",7590,"Abemama Atoll Airport","Abemama","Kiribati","NGTB",0.490833014249802,173.828994750977,8,12,"U","Pacific/Tarawa","airport","OurAirports",\N
"AEH",997,"Abeche Airport","Abeche","Chad","FTTC",13.8470001220703,20.8442993164062,1788,1,"N","Africa/Ndjamena","airport","OurAirports",\N
"AEP",2442,"Jorge Newbery Airpark","Buenos Aires","Argentina","SABE",-34.5592,-58.4156,18,-3,"N","America/Buenos_Aires","airport","OurAirports",63
"AER",2965,"Sochi International Airport","Sochi","Russia","URSS",43.449901580811,39.956600189209,89,3,"N","Europe/Moscow","airport","OurAirports",26
"AES",630,"Ålesund Airport","Alesund","Norway","ENAL",62.5625,6.11969995498657,69,1,"E","Europe/Oslo","airport","OurAirports",13
"AET",6839,"Allakaket Airport","Allakaket","United States","PFAL",66.5518035889,-152.621994019,441,-9,"A","America/Anchorage","airport","OurAirports",2
"AEX",3852,"Alexandria International Airport","Alexandria","United States","KAEX",31.3274002075195,-92.5497970581055,89,-6,"A","America/Chicago","airport","OurAirports",6
"AEY",11,"Akureyri Airport","Akureyri","Iceland","BIAR",65.6600036621094,-18.0727005004883,6,0,"N","Atlantic/Reykjavik","airport","OurAirports",1
"AFA",2454,"Suboficial Ay Santiago Germano Airport","San Rafael","Argentina","SAMR",-34.588299,-68.4039,2470,-3,"N","America/Mendoza","airport","OurAirports",2
"AFE",7143,"Kake Airport","Kake","United States","PAFE",56.9613990784,-133.910003662,172,-9,"A","America/Anchorage","airport","OurAirports",\N
"AFL",2524,"Piloto Osvaldo Marques Dias Airport","Alta Floresta","Brazil","SBAT",-9.8663892746,-56.1049995422,948,-4,"S","America/Campo_Grande","airport","OurAirports",1
"AFS",6754,"Sugraly Airport","Zarafshan","Uzbekistan","UTSN",41.613899230957,64.2332000732422,1396,5,"U","Asia/Samarkand","airport","OurAirports",\N
"AFT",7615,"Afutara Aerodrome","Afutara","Solomon Islands","AGAF",-9.19138888889,160.948611111,23,11,"U","Pacific/Guadalcanal","airport","OurAirports",\N
"AFW",8342,"Fort Worth Alliance Airport","Fort Worth","United States","KAFW",32.9875984192,-97.3188018799,722,-6,"A","America/Chicago","airport","OurAirports",\N
"AFY",1687,"Afyon Airport","Afyon","Turkey","LTAH",38.726398468,30.6011009216,3310,3,"E","Europe/Istanbul","airport","OurAirports",\N
"AFZ",5931,"Sabzevar National Airport","Sabzevar","Iran","OIMS",36.168098449707,57.5951995849609,3010,3.5,"E","Asia/Tehran","airport","OurAirports",1
"AGA",1064,"Al Massira Airport","Agadir","Morocco","GMAD",30.3250007629395,-9.41306972503662,250,0,"N","Africa/Casablanca","airport","OurAirports",28
"AGB",374,"Augsburg Airport","Augsburg","Germany","EDMA",48.425278,10.931667,1516,1,"E","Europe/Berlin","airport","OurAirports",1
"AGC",7495,"Allegheny County Airport","Pittsburgh","United States","KAGC",40.3544006347656,-79.9301986694336,1252,-5,"A","America/New_York","airport","OurAirports",\N
"AGE",6911,"Wangerooge Airport","Wangerooge","Germany","EDWG",53.7827796936035,7.91388893127441,7,1,"E","Europe/Berlin","airport","OurAirports",\N
"AGF",1262,"Agen-La Garenne Airport","Agen","France","LFBA",44.1747016906738,0.590556025505066,204,1,"E","Europe/Paris","airport","OurAirports",2
"AGH",5597,"Ängelholm-Helsingborg Airport","Ängelholm","Sweden","ESTA",56.2961006164551,12.8471002578735,68,1,"E","Europe/Stockholm","airport","OurAirports",3
"AGI",7341,"Wageningen Airstrip","Wageningen","Suriname","SMWA",5.76666688919,-56.6333312988,6,-3,"U","America/Paramaribo","airport","OurAirports",\N
"AGJ",7552,"Aguni Airport","Aguni","Japan","RORA",26.5925006866,127.240997314,38,9,"U","Asia/Tokyo","airport","OurAirports",\N
"AGM",7642,"Tasiilaq Heliport","Angmagssalik","Greenland","BGAM",65.6122960847,-37.6183354855,24,-3,"U","America/Godthab","airport","OurAirports",5
"AGN",7135,"Angoon Seaplane Base","Angoon","United States","PAGN",57.503601,-134.585007,0,-9,"A","America/Anchorage","airport","OurAirports",1
"AGP",1230,"Málaga Airport","Malaga","Spain","LEMG",36.6749000549316,-4.49911022186279,53,1,"E","Europe/Madrid","airport","OurAirports",204
"AGQ",1445,"Agrinion Air Base","Agrinion","Greece","LGAG",38.602001,21.3512001,154,2,"E","Europe/Athens","airport","OurAirports",\N
"AGR",3079,"Agra Airport","Agra","India","VIAG",27.1557998657227,77.9608993530273,551,5.5,"N","Asia/Calcutta","airport","OurAirports",2
"AGS",3658,"Augusta Regional At Bush Field","Bush Field","United States","KAGS",33.3698997497559,-81.9645004272461,144,-5,"A","America/New_York","airport","OurAirports",7
"AGT",4305,"Guarani International Airport","Ciudad del Este","Paraguay","SGES",-25.454516,-54.842682,846,-4,"S","America/Asuncion","airport","OurAirports",4
"AGU",1785,"Jesús Terán Paredo International Airport","Aguascalientes","Mexico","MMAS",21.705601,-102.318001,6112,-6,"S","America/Mexico_City","airport","OurAirports",9
"AGV",2818,"Oswaldo Guevara Mujica Airport","Acarigua","Venezuela","SVAC",9.55337524414062,-69.2378692626953,640,-4,"U","America/Caracas","airport","OurAirports",\N
"AGX",3130,"Agatti Airport","Agatti Island","India","VOAT",10.8236999511719,72.1760025024414,14,5.5,"N","Asia/Calcutta","airport","OurAirports",1
"AGZ",791,"Aggeneys Airport","Aggeneys","South Africa","FAAG",-29.2817993164062,18.8138999938965,2648,2,"U","Africa/Johannesburg","airport","OurAirports",\N
"AHB",2059,"Abha Regional Airport","Abha","Saudi Arabia","OEAB",18.2404003143,42.6566009521,6858,3,"U","Asia/Riyadh","airport","OurAirports",14
"AHE",5889,"Ahe Airport","Ahe","French Polynesia","NTHE",-14.4280996322632,-146.25700378418,11,-10,"U","Pacific/Tahiti","airport","OurAirports",3
"AHN",5716,"Athens Ben Epps Airport","Athens","United States","KAHN",33.948600769043,-83.326301574707,808,-5,"A","America/New_York","airport","OurAirports",1
"AHO",1517,"Alghero-Fertilia Airport","Alghero","Italy","LIEA",40.632099,8.29077,87,1,"E","Europe/Rome","airport","OurAirports",31
"AHQ",11073,"Wahoo Municipal Airport","Wahoo","United States","KAHQ",41.2412986755,-96.59400177,1224,-5,"A",\N,"airport","OurAirports",\N
"AHS",5831,"Ahuas Airport","Ahuas","Honduras","MHAH",15.4722,-84.352203,249,-6,"U","America/Tegucigalpa","airport","OurAirports",\N
"AHU",1078,"Cherif Al Idrissi Airport","Al Hociema","Morocco","GMTA",35.1771011352539,-3.83951997756958,95,0,"N","Africa/Casablanca","airport","OurAirports",1
"AIA",7067,"Alliance Municipal Airport","Alliance","United States","KAIA",42.0531997681,-102.804000854,3931,-7,"A","America/Denver","airport","OurAirports",3
"AIK",8515,"Aiken Municipal Airport","Aiken","United States","KAIK",33.6493988037,-81.6849975586,528,-5,"A","America/New_York","airport","OurAirports",\N
"AIN",7220,"Wainwright Airport","Wainwright","United States","PAWI",70.6380004883,-159.994995117,41,-9,"A","America/Anchorage","airport","OurAirports",2
"AIR",11198,"Aripuanã Airport","Aripuana","Brazil","SWRP",-10.250278,-59.383888,623,-4,"S",\N,"airport","OurAirports",\N
"AIS",7593,"Arorae Island Airport","Arorae","Kiribati","NGTR",-2.61611008644104,176.802993774414,0,12,"U","Pacific/Tarawa","airport","OurAirports",\N
"AIT",1958,"Aitutaki Airport","Aitutaki","Cook Islands","NCAI",-18.8309001922607,-159.764007568359,14,-10,"U","Pacific/Rarotonga","airport","OurAirports",2
"AIU",5861,"Enua Airport","Atiu Island","Cook Islands","NCAT",-19.9678001403809,-158.119003295898,36,-10,"U","Pacific/Rarotonga","airport","OurAirports",2
"AIZ",7991,"Lee C Fine Memorial Airport","Kaiser Lake Ozark","United States","KAIZ",38.0960006714,-92.5494995117,869,-6,"A","America/Chicago","airport","OurAirports",\N
"AJA",1324,"Ajaccio-Napoléon Bonaparte Airport","Ajaccio","France","LFKJ",41.9235992431641,8.8029203414917,18,1,"E","Europe/Paris","airport","OurAirports",39
"AJF",5925,"Al-Jawf Domestic Airport","Al-Jawf","Saudi Arabia","OESK",29.7851009368896,40.0999984741211,2261,3,"U","Asia/Riyadh","airport","OurAirports",2
"AJI",5799,"Agri Airport","Agri","Turkey","LTCO",39.654541015625,43.0259780883789,5462,3,"E","Europe/Istanbul","airport","OurAirports",2
"AJL",3039,"Lengpui Airport","Aizwal","India","VELP",23.8405990601,92.6196975708,1398,5.5,"N","Asia/Calcutta","airport","OurAirports",6
"AJN",914,"Ouani Airport","Anjouan","Comoros","FMCV",-12.1316995620728,44.4303016662598,62,3,"U","Indian/Comoro","airport","OurAirports",\N
"AJR",730,"Arvidsjaur Airport","Arvidsjaur","Sweden","ESNX",65.5903015136719,19.2819004058838,1245,1,"E","Europe/Stockholm","airport","OurAirports",2
"AJU",2522,"Santa Maria Airport","Aracaju","Brazil","SBAR",-10.984000206,-37.0703010559,23,-3,"S","America/Fortaleza","airport","OurAirports",13
"AJY",282,"Mano Dayak International Airport","Agadez","Niger","DRZA",16.9659996032715,8.00010967254639,1657,1,"N","Africa/Niamey","airport","OurAirports",\N
"AKA",6362,"Ankang Wulipu Airport","Ankang","China","ZLAK",32.708099,108.931,860,8,"U","Asia/Shanghai","airport","OurAirports",\N
"AKB",7195,"Atka Airport","Atka","United States","PAAK",52.22029877,-174.2059937,57,-10,"A","America/Adak","airport","OurAirports",1
"AKC",3587,"Akron Fulton International Airport","Akron","United States","KAKR",41.0374984741,-81.4669036865,1067,-5,"A","America/New_York","airport","OurAirports",\N
"AKD",2995,"Akola Airport","Akola","India","VAAK",20.6989994049072,77.0586013793945,999,5.5,"N","Asia/Calcutta","airport","OurAirports",\N
"AKF",1153,"Kufra Airport","Kufra","Libya","HLKF",24.1786994934082,23.3139991760254,1367,2,"N","Africa/Tripoli","airport","OurAirports",3
"AKI",7217,"Akiak Airport","Akiak","United States","PFAK",60.9029006958,-161.231002808,30,-9,"A","America/Anchorage","airport","OurAirports",3
"AKJ",2299,"Asahikawa Airport","Asahikawa","Japan","RJEC",43.6707992553711,142.447006225586,721,9,"U","Asia/Tokyo","airport","OurAirports",7
"AKK",7160,"Akhiok Airport","Akhiok","United States","PAKH",56.9387016296,-154.182998657,44,-9,"A","America/Anchorage","airport","OurAirports",1
"AKL",2006,"Auckland International Airport","Auckland","New Zealand","NZAA",-37.0080986023,174.792007446,23,12,"Z","Pacific/Auckland","airport","OurAirports",117
"AKN",3794,"King Salmon Airport","King Salmon","United States","PAKN",58.67679977,-156.6490021,73,-9,"A","America/Anchorage","airport","OurAirports",7
"AKO",9546,"Colorado Plains Regional Airport","Akron","United States","KAKO",40.1755981445,-103.222000122,4714,-7,"A","America/Denver","airport","OurAirports",\N
"AKP",6712,"Anaktuvuk Pass Airport","Anaktuvuk Pass","United States","PAKP",68.13359833,-151.7429962,2102,-9,"A","America/Anchorage","airport","OurAirports",4
"AKR",261,"Akure Airport","Akure","Nigeria","DNAK",7.24673986434937,5.30101013183594,1100,1,"N","Africa/Lagos","airport","OurAirports",\N
"AKS",5405,"Auki Airport","Auki","Solomon Islands","AGGA",-8.70256996155,160.682006836,5,11,"U","Pacific/Guadalcanal","airport","OurAirports",\N
"AKT",1199,"RAF Akrotiri","Akrotiri","Cyprus","LCRA",34.590401,32.9879,76,0,"E","Europe/London","airport","OurAirports",\N
"AKU",6404,"Aksu Airport","Aksu","China","ZWAK",41.262501,80.291702,3816,8,"U","Asia/Shanghai","airport","OurAirports",5
"AKV",5506,"Akulivik Airport","Akulivik","Canada","CYKO",60.8185997009277,-78.1485977172852,75,-5,"A","America/Toronto","airport","OurAirports",2
"AKX",2920,"Aktobe Airport","Aktyubinsk","Kazakhstan","UATT",50.2458000183105,57.2066993713379,738,5,"U","Asia/Oral","airport","OurAirports",7
"AKY",3235,"Sittwe Airport","Sittwe","Burma","VYSW",20.1326999664307,92.8725967407227,27,6.5,"U","Asia/Rangoon","airport","OurAirports",3
"ALA",2908,"Almaty Airport","Alma-ata","Kazakhstan","UAAA",43.3521003723145,77.0404968261719,2234,6,"U","Asia/Qyzylorda","airport","OurAirports",67
"ALB",3864,"Albany International Airport","Albany","United States","KALB",42.7482986450195,-73.8016967773438,285,-5,"A","America/New_York","airport","OurAirports",29
"ALC",1212,"Alicante International Airport","Alicante","Spain","LEAL",38.2821998596191,-0.55815601348877,142,1,"E","Europe/Madrid","airport","OurAirports",157
"ALF",632,"Alta Airport","Alta","Norway","ENAT",69.976097106934,23.371700286865,9,1,"E","Europe/Oslo","airport","OurAirports",10
"ALG",210,"Houari Boumediene Airport","Algier","Algeria","DAAG",36.6910018920898,3.21540999412537,82,1,"N","Africa/Algiers","airport","OurAirports",88
"ALH",6235,"Albany Airport","Albany","Australia","YABA",-34.9432983398438,117.80899810791,233,8,"O","Australia/Perth","airport","OurAirports",3
"ALI",3574,"Alice International Airport","Alice","United States","KALI",27.7409000397,-98.0269012451,178,-6,"A","America/Chicago","airport","OurAirports",\N
"ALJ",790,"Alexander Bay Airport","Alexander Bay","South Africa","FAAB",-28.5750007629,16.5333003998,98,2,"U","Africa/Johannesburg","airport","OurAirports",\N
"ALL",1527,"Villanova D'Albenga International Airport","Albenga","Italy","LIMG",44.050598,8.12743,148,1,"E","Europe/Rome","airport","OurAirports",\N
"ALM",5717,"Alamogordo White Sands Regional Airport","Alamogordo","United States","KALM",32.8399009705,-105.990997314,4200,-7,"A","America/Denver","airport","OurAirports",\N
"ALN",11814,"St Louis Regional Airport","Alton/St Louis","United States","KALN",38.8903007507,-90.0459976196,544,\N,\N,\N,"airport","OurAirports",\N
"ALO",5718,"Waterloo Regional Airport","Waterloo","United States","KALO",42.5570983886719,-92.4002990722656,873,-6,"A","America/Chicago","airport","OurAirports",2
"ALP",2235,"Aleppo International Airport","Aleppo","Syria","OSAP",36.1806983947754,37.2243995666504,1276,2,"E","Asia/Damascus","airport","OurAirports",\N
"ALR",2019,"Alexandra Airport","Alexandra","New Zealand","NZLX",-45.2117004394531,169.373001098633,752,12,"Z","Pacific/Auckland","airport","OurAirports",\N
"ALS",7073,"San Luis Valley Regional Bergman Field","Alamosa","United States","KALS",37.434898,-105.866997,7539,-7,"A","America/Denver","airport","OurAirports",6
